tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-07-23,09:00,192.168.2.161,118,16,3,118,0,6136,52.0,0,76,0,42,0.0,0.6441,0.0,0.3559,0.1356
2026-07-23,09:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,09:00,192.168.2.166,606,72,4,410,196,61252,101.08,159,433,14,0,0.2624,0.7145,0.0231,0.0,0.1188
2026-07-23,09:00,192.168.2.168,227,52,5,162,65,69426,305.84,6,212,9,0,0.0264,0.9339,0.0396,0.0,0.2291
2026-07-23,09:00,192.168.2.172,315,28,4,313,2,18832,59.78,0,120,137,58,0.0,0.381,0.4349,0.1841,0.0889
2026-07-23,09:00,192.168.2.176,22,10,2,19,3,2502,113.73,2,20,0,0,0.0909,0.9091,0.0,0.0,0.4545
2026-07-23,09:00,192.168.2.180,3,2,2,0,3,1580,526.67,0,0,2,1,0.0,0.0,0.6667,0.3333,0.6667
2026-07-23,09:00,192.168.2.181,74,36,6,57,17,22228,300.38,1,67,4,2,0.0135,0.9054,0.0541,0.027,0.4865
2026-07-23,09:00,192.168.2.191,32,18,5,13,19,15278,477.44,4,21,7,0,0.125,0.6562,0.2188,0.0,0.5625
2026-07-23,09:00,192.168.2.195,6,6,1,6,0,360,60.0,0,6,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,10:00,192.168.2.101,133,21,3,22,111,18791,141.29,83,50,0,0,0.6241,0.3759,0.0,0.0,0.1579
2026-07-23,10:00,192.168.2.113,80,12,5,63,17,10753,134.41,16,41,23,0,0.2,0.5125,0.2875,0.0,0.15
2026-07-23,10:00,192.168.2.120,2,1,1,0,2,2456,1228.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,10:00,192.168.2.139,286,52,5,125,161,82050,286.89,101,179,6,0,0.3531,0.6259,0.021,0.0,0.1818
2026-07-23,10:00,192.168.2.152,274,57,3,55,219,208252,760.04,47,227,0,0,0.1715,0.8285,0.0,0.0,0.208
2026-07-23,10:00,192.168.2.153,36,20,3,17,19,20430,567.5,1,35,0,0,0.0278,0.9722,0.0,0.0,0.5556
2026-07-23,10:00,192.168.2.154,220,51,5,155,65,49295,224.07,10,194,16,0,0.0455,0.8818,0.0727,0.0,0.2318
2026-07-23,10:00,192.168.2.160,18,11,1,10,8,9576,532.0,0,18,0,0,0.0,1.0,0.0,0.0,0.6111
2026-07-23,10:00,192.168.2.161,130,18,6,123,7,7047,54.21,7,59,30,34,0.0538,0.4538,0.2308,0.2615,0.1385
2026-07-23,10:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,10:00,192.168.2.166,347,47,3,194,153,51931,149.66,126,221,0,0,0.3631,0.6369,0.0,0.0,0.1354
2026-07-23,10:00,192.168.2.168,401,69,5,256,145,156943,391.38,1,387,13,0,0.0025,0.9651,0.0324,0.0,0.1721
2026-07-23,10:00,192.168.2.172,273,20,4,272,1,15422,56.49,0,119,91,63,0.0,0.4359,0.3333,0.2308,0.0733
2026-07-23,10:00,192.168.2.176,218,63,1,196,22,35943,164.88,0,218,0,0,0.0,1.0,0.0,0.0,0.289
2026-07-23,10:00,192.168.2.180,7,1,1,0,7,970,138.57,0,0,7,0,0.0,0.0,1.0,0.0,0.1429
2026-07-23,10:00,192.168.2.191,138,35,7,80,58,54907,397.88,25,92,21,0,0.1812,0.6667,0.1522,0.0,0.2536
2026-07-23,11:00,192.168.2.101,431,36,6,47,384,70765,164.19,210,217,4,0,0.4872,0.5035,0.0093,0.0,0.0835
2026-07-23,11:00,192.168.2.113,119,26,4,97,22,11180,93.95,17,76,26,0,0.1429,0.6387,0.2185,0.0,0.2185
2026-07-23,11:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0,0.0,1.0,0.0,0.0,0.4
2026-07-23,11:00,192.168.2.139,134,46,4,58,76,55706,415.72,30,99,5,0,0.2239,0.7388,0.0373,0.0,0.3433
2026-07-23,11:00,192.168.2.148,30,19,6,19,11,8483,282.77,4,24,2,0,0.1333,0.8,0.0667,0.0,0.6333
2026-07-23,11:00,192.168.2.152,126,42,3,36,90,90410,717.54,13,113,0,0,0.1032,0.8968,0.0,0.0,0.3333
2026-07-23,11:00,192.168.2.153,63,26,4,22,41,29429,467.13,13,43,7,0,0.2063,0.6825,0.1111,0.0,0.4127
2026-07-23,11:00,192.168.2.160,22,12,1,10,12,11544,524.73,0,22,0,0,0.0,1.0,0.0,0.0,0.5455
2026-07-23,11:00,192.168.2.161,283,25,4,283,0,14716,52.0,0,176,38,69,0.0,0.6219,0.1343,0.2438,0.0883
2026-07-23,11:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,11:00,192.168.2.166,103,35,3,58,45,10719,104.07,41,62,0,0,0.3981,0.6019,0.0,0.0,0.3398
2026-07-23,11:00,192.168.2.168,419,69,4,283,136,148212,353.73,0,409,10,0,0.0,0.9761,0.0239,0.0,0.1647
2026-07-23,11:00,192.168.2.172,348,26,4,347,1,19322,55.52,0,118,159,71,0.0,0.3391,0.4569,0.204,0.0747
2026-07-23,11:00,192.168.2.176,537,108,10,420,117,142752,265.83,1,516,4,16,0.0019,0.9609,0.0074,0.0298,0.2011
2026-07-23,11:00,192.168.2.180,9,1,2,2,7,967,107.44,0,0,9,0,0.0,0.0,1.0,0.0,0.1111
2026-07-23,11:00,192.168.2.187,3,3,2,1,2,1422,474.0,1,2,0,0,0.3333,0.6667,0.0,0.0,1.0
2026-07-23,11:00,192.168.2.191,96,41,8,45,51,50856,529.75,6,73,17,0,0.0625,0.7604,0.1771,0.0,0.4271
2026-07-23,11:00,192.168.2.195,4,3,2,2,2,2576,644.0,0,2,2,0,0.0,0.5,0.5,0.0,0.75
2026-07-23,12:00,192.168.2.101,64,11,2,6,58,8348,130.44,31,33,0,0,0.4844,0.5156,0.0,0.0,0.1719
2026-07-23,12:00,192.168.2.120,1,1,1,0,1,1228,1228.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,12:00,192.168.2.139,525,85,5,219,306,149420,284.61,163,353,9,0,0.3105,0.6724,0.0171,0.0,0.1619
2026-07-23,12:00,192.168.2.150,31,8,3,27,4,1952,62.97,4,16,11,0,0.129,0.5161,0.3548,0.0,0.2581
2026-07-23,12:00,192.168.2.151,56,26,3,37,19,4353,77.73,18,38,0,0,0.3214,0.6786,0.0,0.0,0.4643
2026-07-23,12:00,192.168.2.153,15,13,1,9,6,6980,465.33,0,15,0,0,0.0,1.0,0.0,0.0,0.8667
2026-07-23,12:00,192.168.2.157,115,18,7,78,37,24926,216.75,14,87,10,4,0.1217,0.7565,0.087,0.0348,0.1565
2026-07-23,12:00,192.168.2.160,49,16,2,27,22,27597,563.2,0,48,1,0,0.0,0.9796,0.0204,0.0,0.3265
2026-07-23,12:00,192.168.2.161,60,14,6,57,3,3177,52.95,3,27,16,14,0.05,0.45,0.2667,0.2333,0.2333
2026-07-23,12:00,192.168.2.163,75,15,3,14,61,11127,148.36,48,27,0,0,0.64,0.36,0.0,0.0,0.2
2026-07-23,12:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,12:00,192.168.2.168,125,45,6,84,41,36381,291.05,5,115,5,0,0.04,0.92,0.04,0.0,0.36
2026-07-23,12:00,192.168.2.172,367,26,4,366,1,20310,55.34,0,129,160,78,0.0,0.3515,0.436,0.2125,0.0708
2026-07-23,12:00,192.168.2.176,179,44,1,163,16,27832,155.49,0,179,0,0,0.0,1.0,0.0,0.0,0.2458
2026-07-23,12:00,192.168.2.180,184,86,8,162,22,25054,136.16,10,161,7,6,0.0543,0.875,0.038,0.0326,0.4674
2026-07-23,12:00,192.168.2.181,47,24,6,32,15,12818,272.72,5,35,7,0,0.1064,0.7447,0.1489,0.0,0.5106
2026-07-23,12:00,192.168.2.191,118,38,7,36,82,58962,499.68,17,90,11,0,0.1441,0.7627,0.0932,0.0,0.322
2026-07-23,12:00,192.168.2.195,1,1,1,1,0,60,60.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,13:00,192.168.2.120,19,11,1,17,2,3476,182.95,0,19,0,0,0.0,1.0,0.0,0.0,0.5789
2026-07-23,13:00,192.168.2.139,115,38,9,40,75,28236,245.53,42,54,7,12,0.3652,0.4696,0.0609,0.1043,0.3304
2026-07-23,13:00,192.168.2.150,27,5,3,23,4,1694,62.74,4,18,5,0,0.1481,0.6667,0.1852,0.0,0.1852
2026-07-23,13:00,192.168.2.151,483,67,3,310,173,59906,124.03,145,338,0,0,0.3002,0.6998,0.0,0.0,0.1387
2026-07-23,13:00,192.168.2.152,458,79,4,156,302,267245,583.5,70,348,40,0,0.1528,0.7598,0.0873,0.0,0.1725
2026-07-23,13:00,192.168.2.154,327,75,9,207,120,64205,196.35,15,300,8,4,0.0459,0.9174,0.0245,0.0122,0.2294
2026-07-23,13:00,192.168.2.157,77,34,6,44,33,25553,331.86,11,61,4,1,0.1429,0.7922,0.0519,0.013,0.4416
2026-07-23,13:00,192.168.2.160,57,29,1,35,22,28869,506.47,0,57,0,0,0.0,1.0,0.0,0.0,0.5088
2026-07-23,13:00,192.168.2.161,34,9,4,34,0,1768,52.0,0,18,7,9,0.0,0.5294,0.2059,0.2647,0.2647
2026-07-23,13:00,192.168.2.163,214,50,5,41,173,68097,318.21,77,135,2,0,0.3598,0.6308,0.0093,0.0,0.2336
2026-07-23,13:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-23,13:00,192.168.2.168,343,77,4,246,97,130216,379.64,0,331,12,0,0.0,0.965,0.035,0.0,0.2245
2026-07-23,13:00,192.168.2.172,237,23,4,236,1,13550,57.17,0,90,91,56,0.0,0.3797,0.384,0.2363,0.097
2026-07-23,13:00,192.168.2.176,155,47,2,140,15,22994,148.35,0,155,0,0,0.0,1.0,0.0,0.0,0.3032
2026-07-23,13:00,192.168.2.177,26,17,2,17,9,2818,108.38,8,18,0,0,0.3077,0.6923,0.0,0.0,0.6538
2026-07-23,13:00,192.168.2.180,1,1,1,0,1,1228,1228.0,0,0,0,1,0.0,0.0,0.0,1.0,1.0
2026-07-23,13:00,192.168.2.181,69,33,8,46,23,18510,268.26,4,55,7,3,0.058,0.7971,0.1014,0.0435,0.4783
2026-07-23,13:00,192.168.2.187,12,10,4,9,3,4815,401.25,3,8,1,0,0.25,0.6667,0.0833,0.0,0.8333
2026-07-23,13:00,192.168.2.191,63,24,7,29,34,33000,523.81,6,36,20,1,0.0952,0.5714,0.3175,0.0159,0.381
2026-07-23,13:00,192.168.2.195,25,17,2,16,9,11210,448.4,0,24,1,0,0.0,0.96,0.04,0.0,0.68
2026-07-23,14:00,192.168.2.120,20,10,6,7,13,12337,616.85,2,11,7,0,0.1,0.55,0.35,0.0,0.5
2026-07-23,14:00,192.168.2.139,101,29,6,40,61,30985,306.78,37,61,3,0,0.3663,0.604,0.0297,0.0,0.2871
2026-07-23,14:00,192.168.2.150,17,5,3,14,3,1064,62.59,3,9,5,0,0.1765,0.5294,0.2941,0.0,0.2941
2026-07-23,14:00,192.168.2.151,202,41,3,137,65,24606,121.81,54,148,0,0,0.2673,0.7327,0.0,0.0,0.203
2026-07-23,14:00,192.168.2.152,371,69,4,248,123,94294,254.16,39,166,166,0,0.1051,0.4474,0.4474,0.0,0.186
2026-07-23,14:00,192.168.2.154,268,84,7,169,99,62037,231.48,13,246,7,2,0.0485,0.9179,0.0261,0.0075,0.3134
2026-07-23,14:00,192.168.2.157,102,31,2,44,58,43665,428.09,9,93,0,0,0.0882,0.9118,0.0,0.0,0.3039
2026-07-23,14:00,192.168.2.160,15,10,1,8,7,9226,615.07,0,15,0,0,0.0,1.0,0.0,0.0,0.6667
2026-07-23,14:00,192.168.2.161,72,15,5,65,7,4010,55.69,7,27,25,13,0.0972,0.375,0.3472,0.1806,0.2083
2026-07-23,14:00,192.168.2.163,200,34,5,32,168,40391,201.96,113,84,2,1,0.565,0.42,0.01,0.005,0.17
2026-07-23,14:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-23,14:00,192.168.2.168,766,107,6,450,316,308205,402.36,2,747,17,0,0.0026,0.9752,0.0222,0.0,0.1397
2026-07-23,14:00,192.168.2.172,279,25,4,279,0,14508,52.0,0,118,110,51,0.0,0.4229,0.3943,0.1828,0.0896
2026-07-23,14:00,192.168.2.176,16,10,1,12,4,5682,355.12,0,16,0,0,0.0,1.0,0.0,0.0,0.625
2026-07-23,14:00,192.168.2.181,179,60,6,136,43,31109,173.79,14,153,8,4,0.0782,0.8547,0.0447,0.0223,0.3352
2026-07-23,14:00,192.168.2.187,58,23,4,41,17,27966,482.17,15,41,1,1,0.2586,0.7069,0.0172,0.0172,0.3966
2026-07-23,14:00,192.168.2.191,99,29,8,29,70,52791,533.24,8,40,51,0,0.0808,0.404,0.5152,0.0,0.2929
2026-07-23,14:00,192.168.2.195,3,2,1,2,1,1348,449.33,0,3,0,0,0.0,1.0,0.0,0.0,0.6667
2026-07-23,15:00,192.168.2.120,82,32,3,36,46,42711,520.87,0,56,26,0,0.0,0.6829,0.3171,0.0,0.3902
2026-07-23,15:00,192.168.2.139,251,64,7,121,130,70667,281.54,73,162,16,0,0.2908,0.6454,0.0637,0.0,0.255
2026-07-23,15:00,192.168.2.150,45,11,3,37,8,2828,62.84,8,14,23,0,0.1778,0.3111,0.5111,0.0,0.2444
2026-07-23,15:00,192.168.2.152,9,6,2,6,3,505,56.11,3,6,0,0,0.3333,0.6667,0.0,0.0,0.6667
2026-07-23,15:00,192.168.2.154,147,55,6,102,45,39569,269.18,5,130,11,1,0.034,0.8844,0.0748,0.0068,0.3741
2026-07-23,15:00,192.168.2.157,105,41,3,63,42,50567,481.59,0,99,6,0,0.0,0.9429,0.0571,0.0,0.3905
2026-07-23,15:00,192.168.2.160,6,3,1,2,4,4034,672.33,0,6,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,15:00,192.168.2.161,177,20,6,171,6,12985,73.36,3,94,33,47,0.0169,0.5311,0.1864,0.2655,0.113
2026-07-23,15:00,192.168.2.163,143,22,3,17,126,25457,178.02,87,55,1,0,0.6084,0.3846,0.007,0.0,0.1538
2026-07-23,15:00,192.168.2.164,35,22,8,26,9,6758,193.09,4,27,3,1,0.1143,0.7714,0.0857,0.0286,0.6286
2026-07-23,15:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,15:00,192.168.2.166,80,31,4,45,35,8219,102.74,31,48,1,0,0.3875,0.6,0.0125,0.0,0.3875
2026-07-23,15:00,192.168.2.168,930,114,5,528,402,370288,398.16,4,912,14,0,0.0043,0.9806,0.0151,0.0,0.1226
2026-07-23,15:00,192.168.2.172,363,39,5,337,26,19829,54.63,26,135,123,79,0.0716,0.3719,0.3388,0.2176,0.1074
2026-07-23,15:00,192.168.2.176,43,20,2,36,7,9654,224.51,0,42,1,0,0.0,0.9767,0.0233,0.0,0.4651
2026-07-23,15:00,192.168.2.180,1,1,1,0,1,176,176.0,0,0,1,0,0.0,0.0,1.0,0.0,1.0
2026-07-23,15:00,192.168.2.181,251,71,9,168,83,63602,253.39,22,205,14,10,0.0876,0.8167,0.0558,0.0398,0.2829
2026-07-23,15:00,192.168.2.191,49,26,5,32,17,18080,368.98,2,44,3,0,0.0408,0.898,0.0612,0.0,0.5306
2026-07-23,15:00,192.168.2.195,32,21,2,24,8,8471,264.72,2,30,0,0,0.0625,0.9375,0.0,0.0,0.6562
2026-07-23,16:00,192.168.2.113,11,7,3,8,3,697,63.36,3,7,1,0,0.2727,0.6364,0.0909,0.0,0.6364
2026-07-23,16:00,192.168.2.120,28,6,4,0,28,24288,867.43,1,9,18,0,0.0357,0.3214,0.6429,0.0,0.2143
2026-07-23,16:00,192.168.2.139,196,48,5,73,123,53326,272.07,64,121,9,2,0.3265,0.6173,0.0459,0.0102,0.2449
2026-07-23,16:00,192.168.2.148,102,46,9,57,45,27838,272.92,14,80,6,2,0.1373,0.7843,0.0588,0.0196,0.451
2026-07-23,16:00,192.168.2.152,34,19,3,22,12,3095,91.03,11,23,0,0,0.3235,0.6765,0.0,0.0,0.5588
2026-07-23,16:00,192.168.2.157,67,24,3,26,41,35368,527.88,9,53,5,0,0.1343,0.791,0.0746,0.0,0.3582
2026-07-23,16:00,192.168.2.163,66,11,4,15,51,6751,102.29,39,25,2,0,0.5909,0.3788,0.0303,0.0,0.1667
2026-07-23,16:00,192.168.2.164,186,62,7,116,70,58305,313.47,6,172,4,4,0.0323,0.9247,0.0215,0.0215,0.3333
2026-07-23,16:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-23,16:00,192.168.2.166,340,47,4,222,118,39838,117.17,91,241,8,0,0.2676,0.7088,0.0235,0.0,0.1382
2026-07-23,16:00,192.168.2.168,473,119,5,332,141,116339,245.96,4,456,13,0,0.0085,0.9641,0.0275,0.0,0.2516
2026-07-23,16:00,192.168.2.176,15,12,2,9,6,6906,460.4,0,14,1,0,0.0,0.9333,0.0667,0.0,0.8
2026-07-23,16:00,192.168.2.191,44,17,4,6,38,28206,641.05,1,20,23,0,0.0227,0.4545,0.5227,0.0,0.3864
2026-07-23,16:00,192.168.2.195,27,14,1,18,9,12282,454.89,0,27,0,0,0.0,1.0,0.0,0.0,0.5185
2026-07-23,17:00,192.168.2.120,49,17,6,13,36,32365,660.51,4,25,20,0,0.0816,0.5102,0.4082,0.0,0.3469
2026-07-23,17:00,192.168.2.139,53,24,2,31,22,20092,379.09,8,45,0,0,0.1509,0.8491,0.0,0.0,0.4528
2026-07-23,17:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,17:00,192.168.2.191,38,11,3,6,32,31087,818.08,0,21,17,0,0.0,0.5526,0.4474,0.0,0.2895
2026-07-23,17:00,192.168.2.195,14,10,1,9,5,6830,487.86,0,14,0,0,0.0,1.0,0.0,0.0,0.7143
2026-07-23,18:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0,0.0,1.0,0.0,0.0,0.4
2026-07-23,18:00,192.168.2.139,24,16,2,11,13,14670,611.25,0,22,2,0,0.0,0.9167,0.0833,0.0,0.6667
2026-07-23,18:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-23,18:00,192.168.2.171,39,16,3,15,24,11132,285.44,17,22,0,0,0.4359,0.5641,0.0,0.0,0.4103
2026-07-23,18:00,192.168.2.191,16,7,3,1,15,12971,810.69,0,7,9,0,0.0,0.4375,0.5625,0.0,0.4375
2026-07-23,18:00,192.168.2.195,11,7,1,7,4,5382,489.27,0,11,0,0,0.0,1.0,0.0,0.0,0.6364
2026-07-23,19:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-23,19:00,192.168.2.139,64,35,6,33,31,25696,401.5,8,49,7,0,0.125,0.7656,0.1094,0.0,0.5469
2026-07-23,19:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,19:00,192.168.2.191,53,27,3,25,28,31846,600.87,0,43,10,0,0.0,0.8113,0.1887,0.0,0.5094
2026-07-23,19:00,192.168.2.195,12,8,1,4,8,10364,863.67,0,12,0,0,0.0,1.0,0.0,0.0,0.6667
2026-07-23,20:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-23,20:00,192.168.2.139,3,2,1,1,2,2566,855.33,0,3,0,0,0.0,1.0,0.0,0.0,0.6667
2026-07-23,20:00,192.168.2.165,4,1,1,4,0,176,44.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-23,20:00,192.168.2.191,129,56,9,68,61,49847,386.41,10,82,35,2,0.0775,0.6357,0.2713,0.0155,0.4341
2026-07-23,20:00,192.168.2.195,6,4,1,3,3,3914,652.33,0,6,0,0,0.0,1.0,0.0,0.0,0.6667
2026-07-23,21:00,192.168.2.120,122,38,5,75,47,41669,341.55,15,104,3,0,0.123,0.8525,0.0246,0.0,0.3115
2026-07-23,21:00,192.168.2.139,16,9,1,8,8,10604,662.75,0,16,0,0,0.0,1.0,0.0,0.0,0.5625
2026-07-23,21:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,21:00,192.168.2.191,83,45,6,51,32,33537,404.06,2,68,13,0,0.0241,0.8193,0.1566,0.0,0.5422
2026-07-23,21:00,192.168.2.195,1,1,1,0,1,1278,1278.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-23,22:00,192.168.2.120,5,1,2,0,5,5000,1000.0,1,4,0,0,0.2,0.8,0.0,0.0,0.2
2026-07-23,22:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-23,22:00,192.168.2.191,388,73,7,87,301,222109,572.45,23,270,92,3,0.0593,0.6959,0.2371,0.0077,0.1881
2026-07-23,22:00,192.168.2.195,64,34,2,53,11,12304,192.25,3,61,0,0,0.0469,0.9531,0.0,0.0,0.5312
2026-07-23,23:00,192.168.2.120,26,5,5,6,20,12654,486.69,11,14,1,0,0.4231,0.5385,0.0385,0.0,0.1923
2026-07-23,23:00,192.168.2.139,82,31,4,36,46,33064,403.22,20,58,4,0,0.2439,0.7073,0.0488,0.0,0.378
2026-07-23,23:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-23,23:00,192.168.2.191,66,36,4,33,33,31912,483.52,3,58,5,0,0.0455,0.8788,0.0758,0.0,0.5455
2026-07-23,23:00,192.168.2.195,33,15,1,19,14,18632,564.61,0,33,0,0,0.0,1.0,0.0,0.0,0.4545
2026-07-24,00:00,192.168.2.120,20,3,4,5,15,11627,581.35,9,9,2,0,0.45,0.45,0.1,0.0,0.15
2026-07-24,00:00,192.168.2.139,20,8,3,7,13,14418,720.9,2,17,1,0,0.1,0.85,0.05,0.0,0.4
2026-07-24,00:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-24,00:00,192.168.2.191,8,6,1,5,3,4034,504.25,0,8,0,0,0.0,1.0,0.0,0.0,0.75
2026-07-24,00:00,192.168.2.195,60,36,3,42,18,16852,280.87,4,54,2,0,0.0667,0.9,0.0333,0.0,0.6
2026-07-24,01:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-24,01:00,192.168.2.139,4,3,2,1,3,2646,661.5,1,3,0,0,0.25,0.75,0.0,0.0,0.75
2026-07-24,01:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-24,01:00,192.168.2.191,63,23,3,33,30,37506,595.33,0,61,2,0,0.0,0.9683,0.0317,0.0,0.3651
2026-07-24,01:00,192.168.2.195,10,7,1,2,8,10244,1024.4,0,10,0,0,0.0,1.0,0.0,0.0,0.7
2026-07-24,02:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-24,02:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-24,02:00,192.168.2.191,16,8,1,13,3,4464,279.0,0,16,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-24,02:00,192.168.2.195,8,7,1,4,4,5252,656.5,0,8,0,0,0.0,1.0,0.0,0.0,0.875
2026-07-24,03:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-24,03:00,192.168.2.139,56,27,3,32,24,25837,461.38,1,53,2,0,0.0179,0.9464,0.0357,0.0,0.4821
2026-07-24,03:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-24,03:00,192.168.2.191,31,20,3,18,13,16292,525.55,0,29,2,0,0.0,0.9355,0.0645,0.0,0.6452
2026-07-24,03:00,192.168.2.195,3,2,1,1,2,2566,855.33,0,3,0,0,0.0,1.0,0.0,0.0,0.6667
2026-07-24,04:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-24,04:00,192.168.2.139,34,21,4,12,22,21515,632.79,2,29,3,0,0.0588,0.8529,0.0882,0.0,0.6176
2026-07-24,04:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-24,04:00,192.168.2.195,10,8,1,3,7,9026,902.6,0,10,0,0,0.0,1.0,0.0,0.0,0.8
2026-07-24,05:00,192.168.2.120,8,2,1,3,5,6320,790.0,0,8,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-24,05:00,192.168.2.139,85,29,3,28,57,54548,641.74,15,69,1,0,0.1765,0.8118,0.0118,0.0,0.3412
2026-07-24,05:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-24,05:00,192.168.2.191,135,48,6,87,48,41324,306.1,15,116,4,0,0.1111,0.8593,0.0296,0.0,0.3556
2026-07-24,05:00,192.168.2.195,2,2,1,0,2,2506,1253.0,0,2,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-24,06:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-07-24,06:00,192.168.2.139,79,23,4,44,35,35200,445.57,7,62,10,0,0.0886,0.7848,0.1266,0.0,0.2911
2026-07-24,06:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-24,06:00,192.168.2.168,41,18,2,28,13,14659,357.54,3,38,0,0,0.0732,0.9268,0.0,0.0,0.439
2026-07-24,06:00,192.168.2.179,13,5,4,5,8,3172,244.0,7,6,0,0,0.5385,0.4615,0.0,0.0,0.3846
2026-07-24,06:00,192.168.2.191,212,48,7,108,104,56900,268.4,57,122,33,0,0.2689,0.5755,0.1557,0.0,0.2264
2026-07-24,06:00,192.168.2.195,1,1,1,0,1,1278,1278.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-07-24,07:00,192.168.2.101,236,19,4,36,200,46672,197.76,108,123,5,0,0.4576,0.5212,0.0212,0.0,0.0805
2026-07-24,07:00,192.168.2.113,30,8,3,29,1,2441,81.37,1,28,1,0,0.0333,0.9333,0.0333,0.0,0.2667
2026-07-24,07:00,192.168.2.120,2,1,1,0,2,2456,1228.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-24,07:00,192.168.2.139,264,55,8,101,163,91924,348.2,86,163,13,2,0.3258,0.6174,0.0492,0.0076,0.2083
2026-07-24,07:00,192.168.2.145,21,11,5,4,17,13560,645.71,5,11,5,0,0.2381,0.5238,0.2381,0.0,0.5238
2026-07-24,07:00,192.168.2.148,209,71,6,164,45,32300,154.55,24,181,4,0,0.1148,0.866,0.0191,0.0,0.3397
